dyadID,subjectID,pt_cond,emot_cond,exper,mainfeel_1_TEXT,mainfeel_2_TEXT,mainfeel_3_TEXT,expl,happy,symp,angry,compass,interest,disgust,mad,anxious,proud,down,worried,frust,sad,powerful,o_feel_1_TEXT,o_feel_2_TEXT,o_feel_3_TEXT,o_expl,thappy,tshock,hope,tangry,tselfanger,tinterest,tdisgust,tmad,tcurious,tafraid,tgrateful,tproud,tsurpr,tamused,tdown,tworried,tfrust,tsad,tembarrass,tguilty,tconfused,tpowerful,pleas,targag,othag,selfcirc,targpow,othpow,noonepow,sitcont,immoral,comm,o_pleas,o_selfag,o_otherag,o_sitag,o_selfpow,o_otherpow,o_noonepow,o_sitpow,o_immoral,o_comm,ssc,age,female,black,asian,latino,white,other,other_secify,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,othernotes,noshow,inattention,metearly,suspicion,misunderstood,other,kneweachother,minorproblem,language
314,314-1,2,2,Bianca,concern ,understanding ,unhappy`,,2,4,2,2,3,1,4,3,2,3,4,4,2,3,angry,sad ,confused ,,1,2,1,4,2,1,1,4,1,2,1,1,3,1,2,3,4,4,2,2,2,1,1,1,3,1,2,2,2,3,2,2,1,2,2,2,2,3,2,3,2,2,21,18,1,1,0,0,1,0,,0,1,0,7,7,The participants knew each other and are on the same sports team.,,0,0,0,0,0,0,1,0,0
321,321-2,2,2,Bianca,betrayed,confused,upset,I'm confused as to how someone would have enough time to write an email but not be able to call someone. Also; I feel betrayed just from the initial thought that someone may be hijacking the company essentially.,2,2,3,4,5,3,3,2,1,4,4,3,3,1,Angry,Upset,Betrayed,,1,4,1,5,1,3,5,5,2,4,1,1,4,1,4,4,5,3,1,1,2,1,1,3,2,1,4,4,1,1,4,4,1,1,5,1,1,3,3,3,5,2,20,19,1,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
332,332-2,2,2,Bianca,confusion,annoyed,sympathetic,I feel sorry for Sam who has been working hard on the project with Lewis. A little confused that they are just now noticing a competing company's slogan and feeling some annoyance to how Sam is handling the situation instead of going straight to Lewis. ,2,4,2,4,5,2,3,2,3,2,4,3,1,4,Pretty frustrated,Betrayed,Nervous,Sam is feeling frustrated because of all the work he has put into this campaign. He is feeling betrayed by Lewis because he believes that Lewis told inside information to a competing company and he is feeling nervous because he has two days to finish the project and he doesn't know what to do. ,1,4,2,5,3,5,5,5,3,2,1,2,5,1,4,4,5,2,2,1,4,2,3,2,4,2,4,5,2,2,4,5,1,2,5,3,3,5,4,2,3,4,20,20,1,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
110,110-2,1,1,Gabi,satisfied,decent at communicating,accomplished something,,3,2,1,2,2,1,1,1,4,1,1,1,1,2,overwhelmed,frustrated,stressed,,1,1,1,2,1,1,1,2,1,3,1,1,1,1,5,5,5,5,2,1,4,1,1,2,1,5,4,1,3,3,1,1,1,2,1,5,1,1,5,5,1,1,22,19,1,0,1,0,0,0,,0,0,0,8,8,possibly knew what the study was about. said something about emotions for other people; but also didn't know how the 2 tasks were related so possibly not. I have seen her do a study with Blake though.,,0,0,0,0,0,0,0,1,0
122,122-2,1,2,Gabi,empathy,,,I can understand where Sam is coming from but I feel he may be jumping to conclusions.  Either way I feel bad for his situation.,3,4,1,2,4,2,2,2,3,1,3,2,2,2,anger,worry,devastated,,1,4,2,5,3,2,5,5,2,4,1,1,4,1,4,5,5,4,3,2,4,2,2,3,3,5,3,3,2,3,3,4,1,1,5,2,1,3,3,3,5,4,20,19,1,0,0,0,1,0,,0,0,0,3,2,,,0,0,0,0,0,0,0,0,0
326,326-1,2,1,Bianca,Sympathy,Helpless,Concerned,,3,4,1,1,4,1,1,1,1,2,3,1,2,1,Sad,Upset,Down,,1,4,1,2,2,1,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,2,1,4,1,1,4,4,1,1,1,2,1,4,2,1,4,4,1,2,15,19,1,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
227,227-2,1,2,Brooklyn,Positive,Accomplished,Level-headed,,4,1,1,1,3,1,1,1,4,1,1,1,1,4,Annoyed,Worried,Jealous,,1,3,1,4,2,1,4,5,1,2,1,1,1,1,3,4,1,1,3,1,3,2,1,3,2,3,4,4,1,1,3,4,1,1,4,1,1,4,1,1,3,4,18,18,1,1,0,0,0,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
101,101-1,1,2,Gabi,Worried,Nervous,Anxious,I feel worried that Sam is jumping to conclusions and will do something that he will regret or hurt the company later. I would first have to listen to both sides of the story before blaming anything on somebody; but there may not be enough time to do that before Sam does something.,NA,3,2,3,1,1,2,4,1,1,5,2,1,1,Anger,Frustration,Disappointment,,1,2,1,5,3,1,2,5,1,1,1,1,1,1,1,2,5,2,1,1,2,1,1,3,3,2,4,4,1,2,3,5,1,2,5,2,2,5,1,1,5,4,21,18,1,0,1,0,0,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
235,235-2,1,1,Brooklyn,empathy,concern,understanding ,,1,5,3,5,4,1,1,5,1,4,5,5,5,3,upset,anxious ,worried,,1,5,1,4,4,1,4,5,1,5,1,1,4,1,5,5,5,5,5,5,3,1,1,3,3,4,2,2,2,3,1,3,1,5,1,4,2,1,5,5,1,1,21,18,1,0,0,0,1,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
314,314-2,1,2,Bianca,Irritated ,Annoyance,Disappointment ,I'm irritated and annoyed that Lewis would go behind his partner's (Sam's) back and do this. I'm probably more disappointed that he would betray the company. ,1,4,2,3,4,1,2,1,1,2,4,4,3,4,Angry,Worried,Concerned,,1,2,1,5,NA,2,3,5,2,1,1,1,2,1,1,4,4,3,2,1,2,1,2,1,4,1,4,5,1,1,4,2,1,2,4,1,2,4,1,1,4,2,18,19,1,0,0,0,1,0,,0,0,0,8,7,,,0,0,0,0,0,0,0,0,0
202,202-1,2,2,Brooklyn,Calm ,Rational,,The person in the email is clearly upset and may be jumping to conclusions; so I will need to stay calm to help them ,1,3,1,3,2,1,1,1,1,1,1,1,1,2,Frustrated,Angry,Anxious,,1,2,1,4,2,1,4,4,1,3,1,1,2,1,2,4,4,1,2,2,1,1,1,2,3,3,3,3,1,2,3,4,1,1,4,1,1,4,1,1,4,2,21,20,1,0,0,0,1,0,,0,0,0,7,3,No comment,,0,0,0,0,0,0,0,0,0
217,217-2,2,1,Brooklyn,frustration,fear,anger,,1,5,5,1,1,5,5,3,1,5,5,5,5,1,frustration,worried,angry,,1,5,1,5,4,1,5,5,1,5,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,3,1,1,5,1,2,1,1,2,2,2,2,18,18,1,1,0,0,0,0,,0,0,0,3,2,no comment,,0,0,0,0,0,0,0,0,0
101,101-2,2,2,Gabi,confused,sad,betrayed,,1,5,3,2,3,5,4,4,1,4,4,4,4,2,angry,betrayed,sad,,1,4,1,5,4,3,5,5,3,3,1,1,4,3,5,5,5,5,4,4,4,1,1,3,4,1,2,3,1,1,5,4,1,3,5,3,3,3,2,2,3,4,22,19,0,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
104,104-2,1,1,Gabi,pity,skepticism,,,1,5,2,4,2,1,1,2,1,3,4,2,3,1,anxious,distraught,hopeless,,1,4,1,3,4,4,2,2,1,4,1,1,4,1,5,5,5,5,4,4,3,1,1,2,1,4,2,1,3,2,1,4,1,3,1,5,1,1,5,5,2,3,19,19,0,0,1,0,0,0,,0,0,0,3,8,,,0,0,0,0,0,0,0,0,0
105,105-1,2,2,Gabi,I want him to relax.,I want him not to jump to conclusions.,Don't be stupid please,"I feel like this guy is just jumping to conclusions (as I sometimes do as well); when he should just directly face ""Lewis"" and ask him if he did this and try to solve the problem from there.",1,2,1,2,3,1,1,1,1,1,1,1,1,1,Angry,"""Fuming""",irrational,,1,3,1,4,1,5,1,4,1,1,1,1,2,1,1,5,5,1,1,1,5,1,1,3,3,2,3,3,2,3,2,5,3,1,5,1,3,4,1,1,5,1,21,19,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
105,105-2,1,2,Gabi,Concerned,Curious,Want to help,I feel truly concerned about the situation. From watching a lot of movies; I know that Lewis should be considered innocent until proven guilty. I am also very curious to find the result out for myself. ,1,3,2,4,4,1,2,1,1,1,2,2,1,2,Sad,Worried,Angry,Sam was very upset about the whole issue. He felt that his partner; who he trusted a lot; betrayed him.,1,5,1,5,2,1,4,5,3,4,1,1,4,1,5,5,5,4,2,1,5,1,1,2,2,3,4,3,1,1,3,4,1,1,5,1,1,3,3,3,5,2,19,18,0,0,1,0,0,0,,0,0,0,7,8,took it really seriously in a good way though. sort of got into an argument with the low power participant/got frustrated when he didn't understand his instructions he was giving,,0,0,0,0,0,0,0,0,0
107,107-1,2,1,Gabi,Upset for Sam,Pity,Feel like I want to help somehow,,1,5,1,4,2,1,1,3,1,2,5,1,4,1,Frustrated,Sad,Lost (not sure what to do),,1,4,1,2,2,1,2,1,1,3,1,1,4,1,5,5,4,5,2,1,4,1,1,2,1,4,2,1,4,3,1,1,1,2,1,4,1,1,4,4,1,1,20,18,0,0,0,0,1,0,,0,0,0,7,7,ended up meeting in the same location as the other participant; outside of 3427 EH.,,0,0,1,0,0,0,0,0,0
111,111-2,1,1,Gabi,stress,limited time left,slightly unbelievable,I feel stressful when I first finished reading this email; but soon I think it could be possible that Sam was finding an excuse to extend the due date of the project. The reason behind this is that Sam should have save the project at any time as he should have been exposed to similar problems in college (like saving his paper). But I would still take his worry into consideration and ask him to start over the project asap; and get someone else to help him find that.,1,2,4,3,1,1,3,4,1,2,4,2,2,1,anxious,upset,eager for help ,,1,5,2,3,2,1,3,5,3,4,1,1,3,1,4,5,5,4,2,2,3,1,1,4,1,3,4,2,1,1,2,3,1,2,1,5,1,4,2,3,4,2,20,22,0,0,1,0,0,0,,0,0,0,3,2,"Did not speak English as a first language. thought the email was ""confusing"" when I asked if anything about the study was confusing; and he said the email because it felt like an excuse. didn't see how the 2 tasks were related; but he thought the study was about how if you have more or less power you would be able to manage hard work place situations differently--but don't think he knew the true purpose of the study.",,0,0,0,0,0,0,0,0,1
111,111-1,2,1,Gabi,Sympathetic,Upset for Sam,Unsure of how to help,I feel bad for Sam and I understand how upset she is; but I wish there was something I could do to help.,1,5,3,5,2,1,3,3,1,2,3,4,3,1,Sad,Frustrated,Anxious,She's extremely upset that she lost all of her work; but she's extremely anxious because she doesn't know what she's going to do since she only has two days until the deadline.,1,2,NA,4,2,1,1,3,1,3,1,1,2,1,5,4,5,5,1,2,2,1,1,2,1,4,2,2,2,2,1,1,1,2,1,4,2,1,2,4,1,1,22,18,0,0,0,0,1,0,,0,0,0,3,7,wrote on the email first instead of the survey--didn't fully understand the directions maybe but then did the survey after i told him to. ,,0,0,0,0,0,0,0,1,0
117,117-2,1,1,Gabi,Frustration,Dissapointment,Persistence,Disappointed that the project got lost; but have to currently focus on meeting that deadline.,1,3,2,2,2,1,1,3,1,1,3,3,1,1,Sad,Dissapointed,Frustrated,,1,4,1,1,3,1,1,3,1,2,1,1,3,1,1,5,5,3,2,2,2,1,1,3,1,1,2,1,2,4,1,3,1,4,1,4,1,1,1,3,1,1,20,19,0,0,1,0,0,0,,0,0,0,2,1,,,0,0,0,0,0,0,0,0,0
117,117-1,2,1,Gabi,remorse,frustration,disappointment ,,1,4,3,4,2,3,3,1,1,4,3,4,4,3,frustration,miserable,melancholy ,,1,4,3,4,5,4,4,4,2,5,3,1,3,1,5,5,5,5,5,5,4,1,3,2,1,4,3,3,3,4,2,2,1,4,1,4,3,3,2,3,3,2,21,18,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
118,118-2,1,1,Gabi,a bit disappointed,slightly amused,understanding of his situation,It's an understandable situation that could have happened to anyone; but it doesn't mean that he shouldn't be held responsible for not meeting the deadline,1,3,2,3,2,1,2,1,1,1,2,2,2,1,sad,worried,anxious,,1,4,1,1,4,1,1,1,1,5,1,1,3,1,4,5,5,5,2,4,3,1,1,3,1,2,3,1,2,2,1,3,1,4,2,3,1,2,4,3,1,2,19,19,0,0,1,0,0,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
121,121-1,2,1,Gabi,Sympathetic,Upset,,,1,4,2,4,3,2,2,3,1,4,4,3,4,2,Upset ,Depressed,Sad,,1,4,2,3,3,4,2,3,1,5,1,1,3,1,4,5,4,4,3,2,2,1,1,3,1,4,3,1,2,2,1,2,1,4,1,4,3,1,2,3,1,1,20,18,0,0,0,0,1,0,,0,0,0,7,8,said he could have figured the company didn't exist because  he has never heard of it; but didn't actually know what the study was about.,,0,0,0,0,0,0,0,0,0
124,124-2,1,1,Gabi,Unsure,Sympathetic,Uneasy,Of course I feel sympathy for this worker; but in the back of my mind; there is the possibility that the marketing project was never done. With this judgement; you would have to base it off of past experiences. ,1,4,2,3,5,1,2,4,1,3,5,2,3,2,upset,not-together,Lost,This person is unsure of what to do; upset about the situation; and is having a hard time holding theirself together at work. ,1,3,2,4,5,3,4,5,3,5,2,1,4,1,5,5,5,4,4,4,5,2,1,3,2,2,2,2,3,3,1,1,1,4,2,3,5,2,3,2,2,2,20,18,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
126,126-2,1,2,Gabi,Disappointment ,Frustration ,Sadness,I am disappointed that Lewis would do something like that to Sam. I am also frustrated and sad that Sam is in such a tough situation after putting in so much hard work. ,1,5,3,4,4,3,2,3,1,2,2,4,3,1,Anger,Frustration,Disgust,Sam feels anger; frustration; and disgust about having been deceived by his coworker and losing all his work.,1,4,1,5,3,4,4,5,3,2,1,1,4,1,3,4,5,2,2,2,3,1,1,1,4,3,3,4,2,2,4,3,1,3,5,2,3,4,1,1,5,3,20,19,0,0,0,0,1,0,,0,0,0,2,7,,,0,0,0,0,0,0,0,0,0
127,127-1,2,2,Gabi,Mad,Confused,Sad,,1,1,3,1,2,1,3,1,1,2,2,2,2,1,Mad,Scared,Anxious,,1,4,1,5,2,1,3,4,3,4,1,1,4,1,3,4,3,3,2,1,3,1,1,1,4,1,2,4,1,1,3,4,1,1,5,1,1,4,1,1,4,4,15,18,0,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
206,206-2,1,1,Brooklyn,empathy,intrigued/frustrated ,motivated,I feel empathy because something like that would be extremely hard to deal with. If I were in a similar situation; I'd want someone to empathize with me and help me find a solution. Sam needs someone to help and tell them it will be okay. I'm intrigued/frustrated for a few reasons. For one; it all seems very coincidental and I am a little suspicious about the whole chain of events. A lot of things just happened to go wrong. I am frustrated because it sets the company back and that means it could hurt everyone involved and decrease efficiency. I'm motivated because I want to rectify this situation for the company and Sam. Through some hard work we can turn the situation around and produce a stellar project. This in turn will motivate me to help Sam and make him/her feel better and learn from this experience...if that makes any sense. ,1,4,2,3,4,1,2,4,1,3,4,4,1,1,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,4,1,1,1,1,5,1,1,1,4,1,1,5,5,1,1,20,19,0,0,0,0,1,0,,0,0,0,7,7,Subject accidentally skipped a couple pages of the survey.,,0,0,0,0,0,0,0,0,0
207,207-1,1,2,Brooklyn,sad,frustrated,upset,I would be very upset at Lewis.  Being that Sam is sending this to me; I would consider myself a confidant and friend of Sam and be upset at Lewis for Sam; because Sam went through a lot of trouble to finish this project.  ,1,4,3,4,3,4,3,1,1,3,2,2,3,1,Frustrated,Sad,Livid,He is obviously very upset with Lewis and the devious thing that he did.  ,1,3,1,5,1,2,5,5,2,2,1,1,3,1,2,2,4,4,1,1,2,2,1,1,5,1,3,3,1,1,4,2,1,1,5,1,3,4,2,1,5,1,18,19,0,0,0,0,1,0,,0,0,0,8,8,No comment,,0,0,0,0,0,0,0,0,0
208,208-2,1,1,Brooklyn,Skeptical ,Disappointed,Understanding,Mistakes like these can happen; but it doesn't seem probable that such events would occur. Especially because it's highly stressed that people save their work; however; at least Sam was forthcoming about his mistake. ,1,3,2,3,4,2,2,2,1,1,1,3,1,2,Apologetic,Extremely anxious,Unstable,Seems like if I were to reprimand Sam; then they would have an emotional breakdown.,1,4,3,3,3,5,1,1,3,5,1,1,5,1,4,5,5,5,5,5,1,4,1,4,2,2,5,1,1,1,2,5,1,5,1,4,5,1,4,3,2,5,21,18,0,0,1,0,0,0,,0,0,0,8,8,No comment,,0,0,0,0,0,0,0,0,0
210,210-2,1,1,Brooklyn,Sympathy,Frustration,Disappointment,While I feel like this is very bad luck for an employee that was doing mostly everything right; I am disappointed that she didn't back up her work to something online (google drive; dropbox; even emailing it to herself) that couldn't possibly be lost. Everything she stored the data on she had physical access to and therefor could be broken.,1,4,2,4,2,2,2,2,1,2,3,4,2,2,Stressed,Panicked,Sad,"It seemed like by saying ""I feel like I am going to cry"" the person was trying to elicit sympathy from me. I would have much preferred if he/she would have offered a sincere apology and offered to work with me to do whatever he/she could do to make it up. Also; I'm pretty sure in the last answer I referred to the emailed as ""she"" because I assumed she was female; but upon reading the email again I noticed there was nothing specifying gender. ",1,4,1,3,2,2,2,3,1,5,1,1,3,1,4,5,3,5,4,4,3,1,1,3,2,1,4,2,1,1,2,4,1,1,5,5,1,2,2,4,1,1,21,18,0,0,0,0,1,0,,0,0,0,8,8,"I mentioned this in one of my answers; but I'm pretty sure in the first answer I referred to the emailed as ""she"" because I assumed she was female; but upon reading the email again I noticed there was nothing specifying gender. If this was part of the experiment to see how I interpret the emailer's gender when none was specified and a name that could either be male or female was given; my first instinct was definitely to assume this email was from a woman. ",Subject completed experimenter comments page by mistake,0,0,0,0,0,0,0,0,0
212,212-1,1,1,Brooklyn,Remorse,Upset,Understanding,I feel that this individual is having a very bad day and I understand that those happen. I want to be able to comfort him and find a way to let him know that things will be okay and that we will figure out what he can do,1,5,1,5,4,1,1,2,1,2,3,1,3,1,Sad,Worried,Overwhelmed,This individual has all his emotions pent up this day and feels like he is going to burst into tears. He is overwhelmed by the thought of how he is going to deal with this issue; and it is making him stressed and anxious. ,1,4,1,1,2,1,1,2,1,4,1,1,4,1,5,5,4,5,2,2,3,1,1,2,1,4,2,1,3,3,3,1,1,3,1,4,2,1,3,4,4,1,19,18,0,0,0,0,1,0,,0,0,0,4,8,Participant kept wanting to touch the Legos to give directions and used hand motions to give directions about how the Legos were to line up.  He found it very difficult to not touch the Legos while giving directions.,,0,0,0,0,0,0,0,1,0
213,213-2,1,1,Brooklyn,sorrow,compassion,caring,I feel bad for Sam and would like to be able to comfort him/ her in some way.,1,4,1,5,2,1,1,3,1,3,4,1,3,1,Frustration,despair,hopeless,They lost their entire project and it's due in two days so they probably think that they will not get it done and they are hopeless.,1,3,1,3,4,3,4,4,1,5,1,1,3,1,5,5,5,5,2,1,2,1,1,2,1,4,2,1,4,4,1,1,1,2,1,5,1,1,5,4,1,1,20,18,0,0,0,0,1,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
215,215-1,2,1,Brooklyn,Sympathy,Worried,,I would offer my help with anything; and try to comfort Sam later when he/she calls me.,1,4,1,1,1,1,2,1,1,1,3,2,2,1,Worried,Anxious,Frustrated,Sam says he/she doesn't know what to do. Sam would feel frustrated because all the work he/she has done is gone; but at the same time; he/she must find a way to explain to the boss what happened and find out a solution to the problem.,1,3,1,1,3,1,1,2,1,5,1,1,1,1,5,5,5,5,1,3,3,1,1,5,1,4,4,1,2,2,1,1,1,1,1,4,1,2,2,4,1,1,19,18,0,0,1,0,0,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
218,218-1,2,2,Brooklyn,Upset,,,It is unfortunate his co worker did that to him.,1,3,3,2,1,4,4,2,1,1,3,3,4,1,Annoyed,Angry,Frustrated ,,1,4,1,5,2,1,3,5,1,1,1,1,3,1,3,4,4,2,1,1,1,1,2,2,5,1,3,1,4,4,5,3,1,2,4,4,1,1,4,4,3,3,20,18,0,0,0,0,1,0,,0,0,0,7,8,they knew each other,,0,0,0,0,0,0,1,0,0
220,220-1,2,2,Brooklyn,Sorrowful,Annoyed,Angry,It is unfortunate that Sam was put in an awful situation by Lewis.,1,4,2,3,3,3,2,3,1,1,2,2,2,1,Upset,Angry,Confused,,1,2,1,4,2,2,3,4,3,4,1,1,3,1,2,4,4,4,3,2,2,1,1,2,4,3,NA,NA,1,1,4,3,1,2,4,2,1,3,NA,1,4,2,16,18,0,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
222,222-2,1,1,Brooklyn,Sad,Distressed,Sympathetic,,1,5,3,5,3,2,3,5,1,5,5,3,5,1,Anxious ,Upset,Scared,,1,5,2,5,5,5,5,5,2,5,1,1,5,1,5,5,5,5,5,5,3,1,1,1,1,5,2,2,3,4,1,1,1,5,1,5,1,1,5,5,1,1,21,18,0,0,0,0,1,0,,0,0,0,8,8,no comment,,0,0,0,0,0,0,0,0,0
222,222-1,2,1,Brooklyn,sympathetic,frustrated,,,1,5,2,5,2,1,2,3,1,4,3,5,3,1,Sad,Frustrated,angry,,1,5,1,5,5,2,3,5,1,5,1,1,5,1,5,5,5,5,5,5,3,1,1,3,1,5,3,5,2,5,1,3,1,4,1,5,1,3,3,5,3,2,22,19,0,0,0,0,1,0,,0,0,0,8,8,no comment,,0,0,0,0,0,0,0,0,0
224,224-2,2,1,Brooklyn,Sad,Defeated,Frustrated,Reading the email; I ended up subconsciously putting myself in the authors shoes and feeling what he/she was feeling.,1,3,2,2,4,1,2,2,1,5,5,3,5,1,Depressed,Crushed,Frustrated,,1,4,1,2,3,1,1,2,1,3,1,1,2,1,5,5,4,5,5,2,2,1,1,2,1,4,2,1,3,3,4,2,1,2,1,4,1,1,4,4,3,2,21,19,0,0,0,0,1,0,,0,0,0,7,8,Subject told me he had been awake for over 48 hours before the study began.,,0,0,0,0,0,0,0,1,0
224,224-1,1,1,Brooklyn,Sorry,Sad,Pensive,Would like to help; but know that I can't.,1,5,1,3,3,2,1,1,1,2,3,1,3,1,sad,frustrated,hopeless,,1,2,1,2,3,1,3,2,1,3,1,1,2,1,4,4,4,4,3,3,2,1,1,2,1,4,3,1,2,2,3,1,1,3,1,4,2,1,4,4,4,2,19,18,0,0,0,1,0,0,,0,0,0,2,7,no comment,,0,0,0,0,0,0,0,0,0
225,225-1,2,2,Brooklyn,concerned,upset,positive,I am concerned for Sam and our company and I am upset that Sam has been put in a difficult situation possibly possibly because of Lewis's actions. However; I am staying positive and open minded to the fact that it could be a coincidence. I would suggest for Sam to talk to Lewis about what happened.,1,4,3,4,3,4,3,3,1,3,4,3,3,2,angry,frustrated,worried,,1,4,1,5,3,5,5,5,3,2,1,3,3,3,4,4,5,4,3,1,3,3,1,1,3,4,5,4,3,2,5,5,1,2,5,1,1,2,3,3,5,5,21,18,0,0,0,0,1,0,,0,0,0,8,7,no comment,,0,0,0,0,0,0,0,0,0
228,228-1,2,2,Brooklyn,Dissapointment,Sympathy,Anger,This is something that Lewis obviously shouldn't have done.  I feel badly that Sam is feeling that she was cheated and now she is suffering in her job performance based on the actions of Lewis.,1,5,4,4,4,3,4,3,1,3,4,4,3,2,Nervousness,Anxiety,Anger,Based on the e-mail; Sam is very nervous about what will happen next along with anxious.  She is obviously angry based on the fact she is fuming.,1,4,2,4,2,3,5,5,3,3,1,2,3,2,3,3,5,3,3,2,3,2,1,2,5,2,2,4,1,1,4,4,1,3,5,5,3,5,2,2,2,3,22,19,0,0,0,0,1,0,,0,0,0,8,7,no comment,,0,0,0,0,0,0,0,0,0
229,229-2,1,2,Brooklyn,Anger,Disappointment,Concern,I am not fuming; but I am slightly angry that Lewis betrayed the company and put Sam in a bad position. However; I would like to find out more before I act.,1,3,3,2,3,3,4,1,1,1,1,2,1,3,Anger,Anxiousness,Hopelessness,,1,3,1,5,1,2,4,5,1,3,1,1,3,1,2,4,4,1,1,1,1,1,1,3,2,1,2,4,1,1,4,4,1,1,5,1,1,5,1,1,5,1,20,18,0,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
230,230-1,1,1,Brooklyn,Sympathetic,Understanding,Sorry,,1,4,2,3,2,1,1,3,1,3,3,2,3,1,Afraid,Sad,Depressed,,1,2,1,2,3,1,1,2,1,3,1,1,1,1,3,4,2,3,2,3,1,1,1,2,1,4,2,1,2,3,2,1,1,4,1,2,3,1,2,2,3,1,22,19,0,0,0,0,1,0,,0,0,0,8,8,no comment,,0,0,0,0,0,0,0,0,0
230,230-2,2,1,Brooklyn,Sympathetic,Sad,,,1,4,1,4,1,1,1,1,1,2,4,1,4,1,Sad,Anxious,Confused,,1,2,1,1,4,1,1,1,1,3,1,1,2,1,5,5,3,5,1,1,3,1,1,2,1,4,2,1,2,3,1,2,1,2,1,4,1,2,3,3,1,3,21,18,0,0,0,0,0,0,,1,0,0,7,2,no comment,,0,0,0,0,0,0,0,0,0
231,231-1,1,1,Brooklyn,Confliction,Understanding,Doubt,I feel conflicted.  I believe in school; we are strictly taught to adhere to no extensions for late assignments and in some cases a teacher would not expect a power outage as an excuse.  However me personally; understand that things happen and sometimes outcomes can not be predicted or controlled so I understand the position the worker is in and would be obliged to give them more time.  However I say I have doubt as to if the story is the complete truth; because; in the e-mail he/she mentions how sad she is and how the problem occurred but nothing about how he/she would solve it.  Perhaps he or she just does not want to do it.,1,4,1,4,3,1,1,1,1,1,2,2,2,1,sadness,self-pitty,unsure,The worker talks a ton about how he or she is crying and how awful he or she feels showing sadness.  All the mention of crying and how they don't know what they or going to do seems like they have self-pitty. Lastly I believe conflicted; because the worker mentions before leaving for work noticing the computer hard drive was dead; but not being able to find his flash drive anywhere.  Then when he came back his computer turned on and his flash drive was in the computer; with no mention of how he had not seen it in the first place.  To me this seems odd.,1,1,3,4,2,NA,2,4,1,2,1,2,1,1,1,3,4,2,2,1,3,3,1,4,1,1,4,1,1,2,4,5,1,1,4,4,1,3,2,2,1,2,19,19,0,0,0,0,1,0,,0,0,0,7,3,no comment,,0,0,0,0,0,0,0,0,0
232,232-2,1,1,Brooklyn,Sad ,Thoughtful,Determined,I am thoughtful and determined because I immediately started to think of ways to try to help Sam recover his presentation or how long it would take me and others to help Sam recreate the project.,1,5,1,5,4,1,1,2,4,1,3,2,4,2,Upset,Sad,Worried,,1,4,1,1,2,3,2,2,1,3,1,1,2,1,5,5,5,5,3,3,1,1,1,1,1,5,4,5,1,1,1,1,1,2,1,4,2,2,2,2,1,1,20,18,0,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
232,232-1,2,1,Brooklyn,Sympathy,Sad,Stress,I have sympathy for Sam because I have been in similar situations. Thinking about the situation and placing myself in Sam's shoes makes me feel sad and stressed out.,1,5,1,2,1,1,2,3,1,2,1,3,3,1,Sad,Anxious,Guilty,,1,1,1,2,3,1,1,3,1,3,1,1,1,1,5,4,2,5,3,4,1,1,1,3,1,4,3,1,2,2,1,1,1,2,1,5,2,1,4,4,1,1,22,19,0,0,0,0,1,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
