SubjectID,IPAddress,empty,duplicate,StartDate,EndDate,testruns,powcond,emptyappraisals,prime_prob,hp_exp,lp_exp,emocond,happy,symp,angry,comp,sad,interest,mad,anxious,proud,down,worried,frustrated,ohappy,oangry,osad,ointerest,omad,oanxious,oproud,odown,oworried,ofrust,pleas,tresp,oresp,sresp,tpow,opow,noonepow,sitpow,immoral,age,gender,female,income,education,black,mideast,asian,white,latino,natam,pacisl,other,other_specify,other_tell,sim_hit,comments,suspicion
R_2wowGydyuwpleNb,189.215.153.144,0,0,8/13/15 19:16,8/13/15 19:20,0,1,0,0,I was a course instructor in charge of grades; a student wanted their grade changed. <i gave them the oportunity to do make up work and recieve a change. I felt kind. ,,-1,0,100,0,96,0,0,0,0,0,0,51,0,0,99,99,0,98,98,0,100,100,99,0,0,100,100,0,0,100,99,3,31,male,male,2,5,0,1,0,1,0,0,0,0,,no,no i have not.,0,0
R_3QRTzQVQwdBYTZv,63.243.37.162,0,0,8/13/15 19:08,8/13/15 19:12,0,1,0,0,I was an area manager and had control over employee scheduling. I could increase or decrease someone's hours based on performance; attitude; etc. I didn't really care to have that power; but it went with the job. It led to employees acting friendly to my face to placate me; while behind my back they harbored resentment and disdain.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,25,100,69,0,100,12,100,0,0,100,0,0,100,0,0,100,57,male,male,1,5,0,0,0,1,0,0,0,0,,No.,Yes.,0,0
R_79CSfiaetm1Av9D,190.212.254.5,0,0,7/14/15 8:32,7/14/15 8:37,0,1,0,0,i was at work and my boss had to go out so he left me in charge for the rest of the day so all my co-workers got defensive at me while i was bossing them around i even made some girl that hated me at work walk out on me it was fun bossing everyone around i felt like a pro,,-1,0,0,0,28,74,57,0,12,66,71,30,19,5,6,65,59,14,54,5,76,5,58,8,60,9,21,25,13,21,72,12,22,male,male,2,2,0,0,0,0,1,0,0,0,,No nothing else,no not really,0,0
R_SZA6FSMY0TxloXf,97.84.173.192,0,0,7/14/15 7:52,7/14/15 7:57,0,1,0,0,I was evaluating on e of my employees for their annual raise. I felt like I had control over what this person could receive but I wanted to be fair. It actually made me feel humble to know that a decision that I would make would have a strong effect on someone else's life like this. ,,1,0,69,78,59,91,83,75,50,0,89,84,95,0,100,55,60,94,74,0,86,87,97,0,39,61,34,80,81,0,0,85,38,male,male,3,3,0,0,0,1,0,0,0,0,,,no,0,0
R_UhXqasuTk1Jfcul,50.141.76.139,0,0,7/10/15 3:59,7/10/15 4:01,0,1,0,0,I was the manager of my workplace. Even if the inferiors wanted to leave work; I can stop them from leaving work.,,1,0,73,22,53,0,0,0,0,0,0,0,3,0,100,100,0,100,93,0,100,15,100,0,50,50,50,50,50,50,50,50,21,Male,male,1,3,0,0,1,0,0,0,0,0,,no,no,0,0
R_1jAMA9rdXhIm3yB,104.173.161.24,0,0,7/14/15 7:39,7/14/15 8:00,0,1,0,0,I work as a casting director and many actors come to me looking for work. For the most part my recommendation will get them the job or not. When I work I feel that I have power over others and a great deal of responsibility to do what is best for the project. I evaluate the actor to see if they are organised by asking them for resume and demo reel. If they don't have that I recommend that they go to a training coach and a place to get demo reel done. If everything is in order I evaluate the demo reel. If I enjoyed the performance and feel they are right for the project I send their info to the director. If the director agrees I set up an audition. If they do good on the audition they get the job. This gives me the feeling of satisfaction that I was able to get a new member added to the cast. ,,-1,0,54,0,62,77,23,0,0,0,0,0,0,0,56,98,0,100,67,0,0,53,0,7,100,13,77,100,100,20,28,0,40,male,male,3,6,0,0,0,1,0,0,0,0,,It was interesting ,No,0,0
R_XzisNoOv56T78wF,107.192.45.82,0,0,8/13/15 19:05,8/13/15 19:12,0,1,0,0,I worked as a waterfront director at a summer camp for 2 summers. I supervised lifeguards in their day-to-day activities. It was a unique job because I didn't do much actual lifeguarding yet had to know how to lifeguard better than everyone else. I enjoyed it immensely because not only did I supervise; but I also had to plan waterfront activities for my division. I was able to be creative and boss-like at the same time and I think that's what I enjoyed most.,,-1,0,73,0,69,39,18,0,0,0,0,0,0,0,79,100,0,92,66,0,100,28,100,0,12,31,100,16,29,82,82,0,23,male,male,2,3,0,0,0,1,0,0,0,0,,,,0,0
R_330RL8umnLiyvJi,173.18.206.10,0,0,7/14/15 7:41,7/14/15 7:58,0,1,0,0,I worked as lead developer and project manager on a long term software project. I had final say on code review and control of overall direction; design; and policy of the project. So anyone that had ideas or feature requests I could allow or deny. I also had the power of employment or more precisely unemployment; though it never came to that. I also helped in the employee review process. /  / Well often I was pretty easy going; it was a small team of 8. I don't recall anytime that I really used or abused this power; usually if an idea was too far out there it would work itself out in discussion without me actually refusing it. / It felt good though to be in power; however I really didn't use it. If I had an idea it would go through the same discussion process as any other. If an idea or policy was disliked or not well thought out I would let it die though I could have instated it.,,-1,0,54,0,54,49,53,0,0,0,43,0,49,0,88,67,0,87,0,0,84,43,87,0,10,8,89,13,12,90,91,48,32,Male,male,2,4,0,0,0,1,0,0,0,0,,,Not really like this,0,0
R_2SDAm35CfWjEIIQ,75.88.194.23,0,0,8/13/15 19:09,8/13/15 19:22,0,1,0,0,In the past year or so; I wanted to convince my wife to buy new furniture. She was worried we couldn't with our budget; so she said no. One night; I purposely jumped on to our couch and caused a leg to break off our couch. She heard the noise and looked at me with sadness and said you were right. I don't how but my wife bought new furniture without hesitation.,,1,0,67,78,84,56,93,65,37,0,98,61,85,1,100,99,28,100,65,0,92,100,100,19,15,100,64,61,86,37,19,100,25,Male,male,3,5,0,0,0,0,1,0,0,0,Great survey. Good Work.,This is very great. The story was somehow too interesting to sound real. Still; it helped me read the rest of the passage. I loved this HIT.,No,0,1
R_cCOEW4iTFk3Nhtf,75.97.156.47,0,0,7/14/15 8:14,7/14/15 8:20,0,1,0,0,Last employee review I have the power to decide over a raise for the employees that report to me. I get to evaluate their performance and actually decide if they deserve and get a raise for the next year. It feels good that people are reporting to me and I have power over them.,,1,0,81,95,74,46,4,83,19,2,52,47,55,0,96,63,58,85,21,0,57,56,80,1,50,75,50,71,71,50,50,92,35,Male,male,5,5,0,0,0,1,0,0,0,0,,,no,0,0
R_2D5gIveqFvblWRk,108.250.206.38,0,0,7/14/15 7:26,7/14/15 7:33,0,1,0,0,My daughter was sitting at the table eating her dinner when she declared she was full. We have gone through this scenario before. She would stop eating because she doesn't like the food or because she thinks that by doing so she could get dessert sooner by claiming she's full. Later she would declare she's hungry and ask for food. To prevent this from becoming a habit I informed her that she would not get dessert if she is too full to finish her meal. She was upset and started pouting then began to complain and have a fit. I refused to give in and I told her she could either finish her food or go to her room. Eventually after a long ten minutes of complaining; she decided to finish her dinner. In this situation I had complete control and power over her because I knew that in order to get what she wanted she would have to do as I asked.,,-1,0,100,0,55,54,0,0,0,0,54,0,0,0,0,100,0,0,52,0,100,52,69,0,0,50,100,22,50,76,76,79,52,male,male,2,5,0,0,0,1,0,0,0,0,,nothing to add,none,0,0
R_2pQ541zc7BvczIB,104.57.161.213,0,0,7/14/15 9:16,7/14/15 9:19,0,1,0,0,My worker asked for a long weekend.  I knew I had a project due soon; so I told him he can have the days off ONLY if he completed both his work and mine.  I felt powerful for being able to do this.,,1,0,65,16,40,43,24,16,0,0,12,3,34,5,61,64,19,62,7,5,63,43,74,8,53,59,33,69,61,7,3,56,38,male,male,2,3,0,0,0,1,0,0,0,0,,,,0,0
R_2uxE3EeSslULegt,66.30.164.248,0,0,7/14/15 7:58,7/14/15 8:07,0,1,0,0,Once; when I was young and in the Boy Scouts; we were going away to camp for a week and none of the people ranked above me (senior / assistant patrol leaders; etc) ended up attending; so for the week I had to be the Senior Patrol Leader. It was quite stressful organizing trash pick up; wood gathering; dish washing; and other such things. It was made slightly better by the fact that my younger brother was there; and he was very much happy for me that I'd been given the chance to take up a leadership position. All in all the week went well; with few mishaps (though what mishaps there were were fairly stressful); and at the end of the week I was told by the adult leaders that I had been fair and done a fairly good job considering that it had mostly been thrust upon me.,,1,0,100,92,100,96,77,93,0,0,68,0,100,0,100,70,25,100,94,0,100,84,100,0,7,100,0,6,100,0,0,100,32,male,male,1,3,0,0,0,1,0,0,0,0,,Knowing what you were doing; it was a very interesting task.,Not exactly.,0,0
R_A7FPPBjIXPIVI9b,108.248.58.143,0,0,7/14/15 8:18,7/14/15 8:27,0,1,0,0,There was a time when I had a car that everybody wanted. It made me feel important I guess. It gave me a great feeling knowing that I finally had something that everyone wanted and would try to trade me anything for it. For those who are wondering; the car is an AE86 Corolla. I was very young and so happy that even people older than me were so impressed that I had it.,,-1,0,100,61,49,100,0,68,37,50,82,53,70,0,100,100,0,100,0,0,100,78,100,0,0,22,100,0,0,100,100,0,20,Male,male,3,2,0,0,0,0,1,0,0,1,Italian,I think this is a great study. I would love to see the end results if I was working on it.,I have done quite a few HITs but not like this one really.,0,0
R_2B9UdPHU4GXoxdm,74.214.246.223,0,0,8/13/15 19:18,8/13/15 19:22,0,1,0,0,There was a time when I was asked to make the schedule for the day. I looked carefully at who was signed in and tried to assign the best people to the most appropriate task. I didn't hear any complaints so I guess I did alright.,,1,0,8,0,0,0,0,0,0,0,0,0,0,0,97,84,0,100,64,0,60,74,96,0,52,55,59,50,50,50,50,56,38,male,male,3,4,0,0,0,1,0,0,0,0,,none,none,0,0
R_3Lduf9uGPMXUpO2,173.61.103.157,0,0,7/14/15 8:53,7/14/15 9:04,0,1,0,0,There was a time when tidal forces were pushing me toward the rocks; so to speak. I had to change course to avoid disaster; so I took control of the tiller and beat a close reach away from shore. the crew were astonished but relieved; and I felt the same (and a little proud of my navigations skills).,,1,0,81,79,79,17,18,94,49,1,79,45,85,1,100,2,1,100,90,0,67,51,100,0,4,83,60,35,53,0,10,92,45,Male,male,5,5,0,0,0,1,0,0,0,0,,"Sliders should always start in the middle. The first ones started on the left. Also; with the number of things to rate; it would be helpful if the ""not at all"" and ""extremely"" labels were repeated -- when you scroll down they are not visible. ",can't recall,0,0
R_3M9jPB0tbDQeM3J,68.32.238.248,0,0,7/14/15 8:45,7/14/15 8:51,0,1,0,0,This one time that I had power over someone else was I was the person doing the interviews for a job that others were applying for. An ex boyfriend of my current fiance applied for the position. It made it a very awkward moment at first and made him feel completely powerless since I could dedice if he got the job or not.  He was polite during the interview and didn't bring up the situation but I could tell by the look on his face that he was straining not to say anything. In the end; he didn't get the job.,,-1,0,71,0,71,62,56,0,4,7,47,15,2,0,0,90,66,23,29,0,85,26,66,0,0,25,100,1,16,100,100,0,39,male,male,3,3,0,0,0,1,0,0,0,0,,nothing.,no,0,0
R_3jfiscYEFvL8dme,50.157.9.183,0,0,7/14/15 8:23,7/14/15 8:31,0,1,0,0,When I was a corporate controller for a chemical company; I had power over the accounting staff. It felt really good to be able to assist the team in their daily accounting functions. ,,1,0,74,0,75,0,67,0,0,0,0,0,0,0,74,73,73,71,70,0,74,73,74,0,0,100,44,42,100,0,0,57,74,Male,male,2,3,0,0,0,1,0,0,0,0,,Good job.,no,0,0
R_VVUoUVpFoVU3Yzf,173.78.118.13,0,0,8/13/15 19:41,8/13/15 19:52,0,1,0,0,When I was a teenager I was watching my little sister and when she did something that was bad such as curse I would tell her she would have to give me a dollar or I would tell on her. I felt kinda bad about it but I was happy to get money. She never told that I would do this to her and as of now I regret it but thats way in the past.,,1,0,100,20,0,80,92,54,0,0,73,53,75,0,100,82,0,100,68,0,100,54,87,0,0,100,14,18,70,15,53,84,24,Male,male,3,2,0,0,0,0,0,1,0,0,,The story that I read sounded as if it was real. good job.,No,0,0
R_2VPz3qAEIEWn5tY,50.80.51.223,0,0,8/13/15 19:41,8/13/15 19:45,0,1,0,0,When my father was dying; I had his medical power of atorney. I knew that he wanted me to pull the plug; but it was my decision in the end. ,,-1,0,83,0,25,0,68,0,0,0,26,0,0,5,0,14,7,0,44,6,31,56,87,41,35,50,49,50,50,22,38,50,33,Male,male,1,4,0,0,0,1,0,0,0,0,,No,No,0,0
R_3OquT0nIehHZPHL,71.75.146.155,0,0,7/14/15 7:25,7/14/15 7:29,0,1,0,0,While running a meeting; I had control over what we were going to do as a team about a student. I led the team in making choices of what the student would take for classes; how long their day would be and what kind of support they would receive in the classroom setting.,,-1,0,63,9,100,47,40,5,2,0,83,11,0,0,95,100,2,100,96,0,91,95,97,1,6,0,100,0,0,97,97,0,39,male,male,5,6,0,0,0,1,0,0,0,0,,,,0,0
R_qD7me2tY9js8Mlb,141.211.130.76,0,0,6/25/15 15:04,6/25/15 15:11,1,-1,0,0,,I felt very insecure when I asked my immediate supervisor for an evaluation and had a discussion regarding my future in the office. Compared to my other experiences in that physical space; I felt that I was not in control; and thus; somewhat frightened. Not having any power in a situation where I'm used to being in charge is degrading and embarrassing. ,-1,0,70,47,60,86,14,47,91,0,54,32,81,0,23,100,0,25,0,0,100,37,60,9,11,14,100,17,6,73,74,50,21,Male,male,5,3,0,0,0,1,0,0,0,0,,I think it worked; but I'm also late to stuff all the time so that might play a role in my ability to empathize,No,0,0
R_2ckL3f7wJhxiV6p,73.53.85.195,0,0,7/9/15 22:36,7/9/15 22:39,0,NA,0,0,,,-1,0,69,0,55,17,0,0,0,0,3,0,0,0,5,100,0,6,54,0,100,53,52,0,0,5,100,1,50,67,69,0,25,male,male,1,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_3huPOjpbP0WOcbp,209.6.149.76,0,0,7/9/15 22:37,7/9/15 22:39,0,NA,0,0,,,1,0,79,0,59,14,0,28,0,0,0,0,0,0,100,100,0,100,100,0,100,74,100,0,48,78,85,26,95,100,79,79,29,male,male,3,6,0,0,1,0,0,0,0,0,,,no,0,0
R_3mlaeEyvah3aRQU,67.171.231.229,0,0,7/9/15 22:37,7/9/15 22:43,0,NA,0,0,,,-1,0,88,10,77,57,69,27,51,1,51,40,47,0,50,93,68,64,71,17,86,56,89,0,6,28,86,15,38,70,81,10,28,Male,male,2,5,0,0,0,1,0,0,0,0,,Everything worked fine; thanks.,No.,0,0
R_3MrqB4C6nWjLG2F,73.180.27.21,0,0,7/9/15 22:38,7/9/15 22:41,0,NA,0,0,,,1,0,86,38,55,32,97,8,0,0,53,0,0,0,97,62,0,100,100,0,59,86,100,0,31,76,86,29,35,41,34,74,32,Male,male,4,6,0,0,0,1,0,0,0,0,,,,0,0
R_1rDl3DpqGiMrYZB,73.25.161.239,0,0,7/9/15 22:39,7/9/15 22:42,0,NA,0,0,,,1,0,96,75,96,75,52,90,48,0,75,26,96,0,100,98,0,99,99,0,97,94,97,0,30,89,98,14,92,3,0,99,33,Male,male,3,5,0,0,0,1,0,0,0,0,,,,0,0
R_2q8drwORINwetJy,68.114.120.39,0,0,7/9/15 22:40,7/9/15 22:43,0,NA,0,0,,,-1,0,100,0,79,50,18,0,0,0,41,13,0,0,0,100,0,0,0,0,100,0,45,0,25,0,80,18,2,89,88,0,24,Male,male,3,3,0,0,0,1,0,0,0,0,,,,0,0
R_2dKHtFuRXULqLQz,104.34.80.129,0,0,7/9/15 22:44,7/9/15 22:50,0,NA,0,0,,,-1,0,66,0,38,7,5,0,72,0,5,0,12,0,33,45,0,28,95,0,65,64,78,0,5,76,92,15,60,20,32,18,33,Male,male,2,5,0,0,0,1,0,0,0,0,,,,0,0
R_aeZ0i1aOGLSg4vL,99.99.248.148,0,0,7/9/15 22:44,7/9/15 22:48,0,NA,0,0,,,-1,0,87,0,85,51,55,0,0,0,51,16,0,0,33,100,54,32,42,0,100,69,73,0,7,42,88,30,34,88,87,19,25,male,male,3,5,0,0,0,1,0,0,0,0,,nothing in particular,Have completed HITs involving reading others' submissions; but not specifically like this one.,0,0
R_2CUGiVJy5irietD,50.136.28.73,0,0,7/9/15 22:44,7/9/15 22:46,0,NA,0,0,,,-1,0,78,0,67,41,24,0,23,0,62,24,11,0,73,95,0,72,70,0,73,74,85,9,32,50,68,38,50,68,68,47,29,Male,male,1,3,0,0,0,1,0,0,0,0,,n/a,n/a,0,0
R_yxbiI03QA0Lnbwt,69.171.172.215,0,0,7/9/15 22:51,7/9/15 22:54,0,NA,0,0,,,-1,0,65,0,68,51,68,0,24,0,54,28,22,0,53,100,53,53,74,0,100,92,72,0,50,5,88,11,50,85,85,19,44,male,male,2,5,0,0,0,1,0,0,0,0,,No.,No.,0,0
R_rltDrSvCL3Av8Pv,75.16.188.185,0,0,7/9/15 22:59,7/9/15 23:02,0,NA,0,0,,,1,0,22,0,22,5,5,0,0,0,4,0,0,0,46,0,0,46,0,0,0,0,36,0,50,50,0,100,100,0,0,50,36,male,male,1,5,0,0,0,1,0,0,0,0,,no,not that I can think of.,0,0
R_1KwKSwRifOrkb3D,71.161.250.241,0,0,7/9/15 23:10,7/9/15 23:13,0,NA,0,0,,,-1,0,100,13,12,45,48,12,0,0,53,12,27,0,88,100,0,67,0,0,100,55,87,0,0,0,100,0,0,100,100,0,19,male,male,3,3,0,0,0,1,0,0,0,0,,Interesting!,No.,0,0
R_2tJ4CZqJ5EUgyAW,65.191.142.65,0,0,7/9/15 23:11,7/9/15 23:17,0,NA,0,0,,,-1,0,74,0,59,41,64,0,0,0,41,0,0,0,67,94,0,67,86,0,93,77,94,6,74,12,8,89,27,2,1,1,43,Male,male,1,5,0,0,0,1,0,0,0,0,,,I was once asked to write about a time when I had power over others. There was a mood survey afterwards I think.,1,0
R_3rTiG9bdfVSfwxf,76.122.253.4,0,0,7/9/15 23:30,7/9/15 23:34,0,NA,0,0,,,1,0,61,19,59,25,0,25,0,0,16,0,22,0,94,29,0,96,17,0,61,33,86,0,23,84,68,29,100,0,0,90,28,Male,male,2,4,0,0,0,1,0,0,0,0,,No,No,0,0
R_2cvghLIymVIm2ob,73.41.231.40,0,0,7/10/15 4:01,7/10/15 4:09,0,-1,0,0,,When I didn't have a car and my only ride was late. I had no other way of getting home because the last bus had left. I certainly cannot walk because my home is around 50 miles away. The only thing I could do was wait.,-1,0,100,56,85,100,27,55,75,0,100,80,87,0,67,100,0,89,79,0,100,69,100,0,0,0,100,25,0,78,87,0,29,Male,male,1,5,0,0,0,0,0,0,1,0,,None.,No.,0,0
R_07AJplsafEiX5K1,76.107.36.41,0,0,7/14/15 7:22,7/14/15 7:31,0,-1,0,0,,Many years ago my former boss had complete power over me when he fired me for not being a good fit in the company.  I was shocked at first but he was right; I did not fit into the ultra conservative environment at the corporate office.  I had took the job after leaving the military and it was hard to be entry level in a office setting doing odd jobs like ordering lunch for training classes and updating spreadsheets.  ,-1,0,83,0,48,0,0,0,12,0,12,0,0,0,57,82,0,85,82,0,89,88,96,3,3,50,100,26,39,91,96,7,36,male,male,5,5,0,0,0,1,0,0,0,0,,,no,0,0
R_1rO0MY4q76RuEX9,173.217.128.202,0,0,7/14/15 7:22,7/14/15 7:28,0,-1,0,0,,My car  broke down one day and I told a friend I would be needing a ride to work for about a week. They refused saying they did not have the time to do it. I was angry but  had no choice in the matter as it was their car. I just thought they were more dependable than that.,1,0,79,73,64,77,82,75,64,0,86,89,80,0,84,87,84,88,81,0,72,81,78,15,23,97,10,15,90,7,8,100,24,Male,male,2,2,0,0,0,1,0,0,0,0,,No,Yes,0,0
R_3DcpBqag1H9kLzI,209.6.149.76,0,1,7/14/15 7:23,7/14/15 7:27,0,-1,0,0,,When I was applying for a job; and I had to be interviewed; the interviewer had complete control over whether or not I received that job.  He interviewed me in a tiny office and asked me questions; and I was a little nervous; but confident that I would do well.,-1,0,60,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,100,0,0,100,100,0,29,male,male,3,6,0,0,1,0,0,0,0,0,,,,0,0
R_sbe0NrbgMgqnZCN,216.164.119.241,0,0,7/14/15 7:24,7/14/15 7:29,0,-1,0,0,,I was being evaluated at work for a disturbance involving members of my rank and a conflict with upper management.  The head of HR was there; in addition to the Division Manager and another Operations Excellence person.  I felt truly like I was under the microscope; pelted with questions from all angles.  In the end; all I wanted to do was get out of there and go back to what I was doing.  It was a horrible situation to endure.,-1,0,58,0,77,53,50,0,0,0,14,0,0,0,99,80,0,95,86,0,62,70,76,0,41,24,61,65,57,50,79,14,34,Male,male,2,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_2bN5GSl7r2aJ8ZB,172.88.165.205,0,0,7/14/15 7:25,7/14/15 7:34,0,-1,0,0,,My prompt is to write about when someone held power over me. This happened within the past year at my job. I was up for an evaluation; and it was my first evaluation at that job. My supervisor held the power in this situation. We sat down together and reviewed the evaluation; question by question. he told me I had a voice int he issue; and true to his word; he extended himself to me in writing the final eval with my voice where I felt changes were appropriate. So; although he held the power; he gave a little back to me. The evaluation went pretty well and I felt motivated to work on improving where we identified my areas of opportunity for growth.,1,0,80,75,76,0,76,75,0,0,12,0,75,0,97,0,0,95,0,0,0,0,96,0,72,97,64,93,98,0,0,100,27,male,male,1,6,0,0,0,1,0,0,0,0,,no comments,no,0,0
R_2sSmbn8Ub8OItGi,76.119.242.0,0,0,7/14/15 7:30,7/14/15 7:41,0,-1,0,0,,I worked for a Fortune  500 Company for over 40 years in the engineering department.  My first manager was an older gentlemen who was very fair with his evaluations.  After he retired; a new engineering manager was brought in; ah he was a tyrant.  He belittled all of the engineers in public; and when it came time for my annual review; he was hostile; and lied through his teeth to keep salaries down as low as possible.  I was livid!   Fortunately; upper management caught on to him after three years; and terminated him.  ,-1,0,95,2,95,70,100,5,5,12,39,1,3,0,62,100,86,55,94,0,100,84,100,0,36,52,85,55,24,76,59,60,71,Male,male,6,3,0,0,0,1,0,0,0,0,,No,No,0,0
R_NVGLaGypEcTPBo5,76.110.180.105,0,0,7/14/15 7:33,7/14/15 7:36,0,-1,0,0,,This was when my friend knew a secret of mine that I didn't want anyone to find out about. He knew about it because my parents told him. I felt like he had an advantage over me. I felt little and powerless.,1,0,0,19,9,0,60,0,0,0,16,0,0,0,86,0,0,85,48,0,59,55,77,12,38,26,83,27,22,87,81,40,27,Male,male,5,4,0,0,1,0,0,0,0,0,,No,No,0,0
R_VWDYEu6Cv3yoeyd,24.241.75.167,0,0,7/14/15 7:33,7/14/15 7:37,0,-1,0,0,,As a child; I wanted to get a Super Nintendo system; but my father refused to buy it for me at first.  If I wanted it; I had to improve my grades.  I normally did very well; but I was slipping behind in two classes because of a lack of interest.  I felt insulted when my father put these conditions on me; because it felt as if he was criticizing my skills.  I was more than smart enough to raise my grades; and I knew that he knew that.  I did end up improving my grades; and I eventually got the system.  I really enjoyed it and appreciated it; but I still resented my father for putting those conditions on my getting the system.,1,0,68,25,50,0,4,29,0,0,0,0,13,0,100,19,52,100,8,0,55,7,100,0,14,93,83,14,87,0,0,100,37,Male,male,3,3,0,0,0,1,0,0,0,0,,No.,No.,0,0
R_3hrT0mV2dLIq3jY,74.79.104.67,0,0,7/14/15 7:39,7/14/15 7:45,0,-1,0,0,,Once a coworker was assigned by our boss to watch me and evaluate my daily work. It was very stressful since I felt watched and oppressed at all times; and my coworker clearly enjoyed having power over me.,1,0,100,54,100,30,93,0,0,3,31,0,41,0,76,41,0,61,30,0,42,31,77,0,37,100,11,43,99,4,3,76,29,Male,male,2,3,0,0,0,1,0,0,0,0,,This was an interesting and entertaining study to be part of.,No,0,0
R_1eRhLHeNsg0SnRM,108.73.38.3,0,0,7/14/15 7:42,7/14/15 7:53,0,-1,0,0,,A time when someone else had power over me was when i applied for an open position at our company.  it would mean a promotion for me; with more money and higher status.  Another employee also applied for the position.  We both interviewed with our company manager and my interview went well.  After we were both interviewed; our manager said that he would announce his decision in three days.  It was somewhat difficult and frustrating waiting for his decision; knowing there was nothing else i could do but wait.  I felt powerless at that tiem; knowing my future direction with the company was up to him.,1,0,100,0,100,45,82,0,0,0,0,0,17,0,100,67,100,100,31,0,67,18,100,0,31,92,10,67,100,50,0,100,60,male,male,6,3,0,0,0,0,1,0,0,0,,No.,No.,0,0
R_umKGCCO5bvjrrBD,54.148.44.119,0,0,7/14/15 8:02,7/14/15 8:09,0,-1,0,0,,Back in middle school there was a kid that was always bullying me.  At school though; most of the time there were enough teachers around that it never got too serious.  But one day I was walking home from school and he happened to be walking as well and he saw me and starting pushing me around.  He told me to bring him some money the next day or he would hurt me really bad.  I felt powerless and like I had no control.  I was scared so I told my parents and they had a meeting with the school and everything turned out fine.,1,0,75,0,61,27,0,0,0,0,13,0,0,0,60,0,0,48,27,0,30,20,43,13,36,73,9,55,77,8,6,68,22,male,male,3,2,0,0,0,1,0,0,0,0,,,,0,0
R_1FeJJqJbzycLxfD,71.169.128.147,0,0,7/14/15 8:19,7/14/15 8:26,0,-1,0,0,,I was in the Marine Corps for five years.  Someone always had power of me the whole time I was in.  It varied from one point to another as to how much power they had over me; but it was the whole time.  Sometimes it was tolerable; but other times it was just plain annoying.  I like my free time and when my free time is taken away; I get really agitated.  This did happen from time to time for no good reason.  I eventually decided that I had had enough and got out.  I feel releived that I made this choice.,1,0,83,83,100,51,76,0,54,0,20,62,71,0,96,61,86,100,73,0,62,90,100,0,9,95,80,37,85,0,0,100,33,Male,male,3,4,0,0,0,1,0,0,0,0,,No; thank you.,Yes; a few like it.,0,0
R_1luizPodyBic8Mo,107.218.149.148,0,0,7/14/15 8:28,7/14/15 8:36,0,-1,0,0,,I was a student in a history class while in college. During the semester; my professor assigned to the class a book report to do. That is; we were to find a historically relevant book; read it; and then write a report about it. I had no problems with this; I wrote plenty of book reports before. However; something happened while in the process of writing the report. My apartment was hit with a power outage during a winter storm. I was writing my report at the time and my computer shutdown. All my progress I made that night was lost; and the report was due in the morning. There was no way I would be able to rewrite what I lost in time. I needed at least an entire day. So; the next day I went to my professor to ask for a last minute extension. I was extremely nervous about asking him for it since this is such a late request and it was my fault for not regularly backing up my progress. But I had little choice but to ask him for the extension. Thankfully; he was merciful and gave me until the end of the school day to hand in my report. It wasn't the full day that I wanted; but it was better than nothing. / ,1,0,21,64,77,79,12,76,85,6,100,97,75,31,64,68,20,84,62,70,37,56,44,96,13,25,25,97,77,27,23,87,31,male,male,5,5,1,0,0,0,0,0,0,0,,no,no,0,0
R_0Gm6YiJAzHAJRhn,66.176.128.52,0,0,7/14/15 8:32,7/14/15 8:37,0,-1,0,0,,Everyday when I go to work. Got my boss telling me to do this; telling me to do that. But it's wild though because he has no clue what he's doing.,-1,0,57,0,58,0,60,0,0,0,0,0,0,0,100,100,0,99,100,0,100,100,100,0,23,0,84,21,0,96,94,0,32,male,male,4,5,1,0,0,0,0,0,0,0,,i knew pat wasn't real,no,0,1
R_3qkvZOgH5dcqwOi,74.84.127.14,0,0,7/14/15 8:41,7/14/15 8:45,0,-1,0,0,,My boss had power over whether or not I was going to get promoted. I was doing a great job in my new position and he thought I was too. My review was coming up and I was hoping he was going to promote me to a senior position. I felt nervous but almost helpless at the same time. I ended up getting promoted.,1,0,53,83,52,0,0,81,0,0,31,0,78,0,100,50,0,100,0,0,0,0,100,0,64,81,19,68,100,0,0,79,30,Male,male,5,5,0,0,0,1,0,0,0,0,,No comments.,No.,0,0
R_25MYSaZ32C644ZT,96.233.160.74,0,0,7/14/15 8:48,7/14/15 8:54,0,-1,0,0,,When I was applying for my current job the people who interviewed me had power over me. The job interview was my last hope as I already had three other job interviews and I did not receive the other positions. I needed this job or my plans would have be very altered. ,-1,0,86,0,81,94,52,0,0,0,26,54,34,0,31,100,0,0,86,0,89,7,87,1,23,17,99,50,50,77,89,5,33,Male,male,3,6,0,0,0,1,0,0,0,0,,no,yes,0,0
